t,v(t)
8.88,-1.055588
8.9,-1.055588
8.92,-1.055588
8.94,-1.055588
8.96,-1.055588
8.98,-1.055588
9,-1.055588
9.02,-1.055588
9.04,-1.055588
9.059999,-1.055588
9.08,-1.055588
9.099999,-1.055588
9.12,-1.055588
9.139999,-1.055588
9.16,-1.055588
9.179999,-1.055588
9.2,-1.055588
9.22,-1.055588
9.24,-1.055588
9.26,-1.055588
9.28,-1.055588
9.3,-1.055588
9.32,-1.055588
9.34,-1.055588
9.36,-1.055588
9.38,-1.055588
9.4,-1.055588
9.42,-1.055588
9.44,-1.055588
9.46,-1.055588
9.48,-1.055588
9.5,-1.055588
9.52,-1.055588
9.54,-1.055588
9.559999,-1.055588
9.58,-1.055588
9.599999,-1.055588
9.62,-1.055588
9.639999,-1.055588
9.66,-1.055588
9.679999,-1.055588
9.7,-1.055588
9.719999,-1.055588
9.74,-1.055588
9.76,-1.055588
9.78,-1.055588
9.8,-1.055588
9.82,-1.055588
9.84,-1.055588
9.86,-1.055588
9.88,-1.055588
9.9,-1.055588
9.92,-1.055588
9.94,-1.055588
9.96,-1.055588
9.98,-1.055588
10,-1.055588
10.02,-1.055588
10.04,-1.055588
10.06,-1.055588
10.08,-1.055588
10.1,-1.055588
10.12,-1.055588
10.14,-1.055588
10.16,-1.055588
10.18,-1.055588
10.2,-1.055588
10.22,-1.055588
10.24,-1.055588
10.26,-1.055588
10.28,-1.055588
10.3,-1.055588
10.32,-1.055588
10.34,-1.055588
10.36,-1.055588
10.38,-1.055588
10.4,-1.055588
10.42,-1.055588
10.44,-1.055588
10.46,-1.055588
10.48,-1.055588
10.5,-1.055588
10.52,-1.055588
10.54,-1.055588
10.56,-1.055588
10.58,-1.055588
10.6,-1.055588
10.62,-1.055588
10.64,-1.055588
10.66,-1.055588
10.68,-1.055588
10.7,-1.055588
10.72,-1.055588
10.74,-1.055588
10.76,-1.055588
10.78,-1.055588
10.8,-1.055588
10.82,-1.055588
10.84,-1.055588
10.86,-1.055588
10.88,-1.055588
10.9,-1.055588
10.92,-1.055588
10.94,-1.055588
10.96,-1.055588
10.98,-1.055588
11,-1.055588
11.02,-1.055588
11.04,-1.055588
11.06,-1.055588
11.08,-1.055588
11.1,-1.055588
11.12,-1.055588
11.14,-1.055588
11.16,-1.055588
11.18,-1.055588
11.2,-1.055588
11.22,-1.055588
11.24,-1.055588
11.26,-1.055588
11.28,-1.055588
11.3,-1.055588
11.32,-1.055588
11.34,-1.055588
11.36,-1.055588
11.38,-1.055588
11.4,-1.055588
11.42,-1.055588
11.44,-1.055588
11.46,-1.055588
11.48,-1.055588
11.5,-1.055588
11.52,-1.055588
11.54,-1.055588
11.56,-1.055588
11.58,-1.055588
11.6,-1.055588
11.62,-1.055588
11.64,-1.055588
11.66,-1.055588
11.68,-1.055588
11.7,-1.055588
11.72,-1.055588
11.74,-1.055588
11.76,-1.055588
11.78,-1.055588
11.8,-1.055588
11.82,-1.055588
11.84,-1.055588
11.86,-1.055588
11.88,-1.055588
11.9,-1.055588
11.92,-1.055588
11.94,-1.055588
11.96,-1.055588
11.98,-1.055588
12,-1.055588
12.02,-1.055588
12.04,-1.055588
12.06,-1.055588
12.08,-1.055588
12.1,-1.055588
12.12,-1.055588
12.14,-1.055588
12.16,-1.055588
12.18,-1.055588
12.2,-1.055588
12.22,-1.055588
12.24,-1.055588
12.26,-1.055588
12.28,-1.055588
12.3,-1.055588
12.32,-1.055588
12.34,-1.055588
12.36,-1.055588
12.38,-1.055588
12.4,-1.055588
12.42,-1.055588
12.44,-1.055588
12.46,-1.055588
12.48,-1.055588
12.5,-1.055588
12.52,-1.055588
12.54,-1.055588
12.56,-1.055588
12.58,-1.055588
12.6,-1.055588
12.62,-1.055588
12.64,-1.055588
12.66,-1.055588
12.68,-1.055588
12.7,-1.055588
12.72,-1.055588
12.74,-1.055588
12.76,-1.055588
12.78,-1.055588
12.8,-1.055588
12.82,-1.055588
12.84,-1.055588
12.86,-1.055588
12.88,-1.055588
12.9,-1.055588
12.92,-1.055588
12.94,-1.055588
12.96,-1.055588
12.98,-1.055588
13,-1.055588
13.02,-1.055588
13.04,-1.055588
13.06,-1.055588
13.08,-1.055588
13.1,-1.055588
13.12,-1.055588
13.14,-1.055588
13.16,-1.055588
13.18,-1.055588
13.2,-1.055588
13.22,-1.055588
13.24,-1.055588
13.26,-1.055588
13.28,-1.055588
13.3,-1.055588
13.32,-1.055588
13.34,-1.055588
13.36,-1.055588
13.38,-1.055588
13.4,-1.055588
13.42,-1.055588
13.44,-1.055588
13.46,-1.055588
13.48,-1.055588
13.5,-1.055588
13.52,-1.055588
13.54,-1.055588
13.56,-1.055588
13.58,-1.055588
13.6,-1.055588
13.62,-1.055588
13.64,-1.055588
13.66,-1.055588
13.68,-1.055588
13.7,-1.055588
13.72,-1.055588
13.74,-1.055588
13.76,-1.055588
13.78,-1.055588
13.8,-1.055588
13.82,-1.055588
13.84,-1.055588
13.86,-1.055588
13.88,-1.055588
13.9,-1.055588
