t,r(t)
9.8,-4.903683
9.82,-4.92555
9.84,-4.947416
9.86,-4.969283
9.88,-4.99115
9.9,-5.013017
9.92,-5.034883
9.94,-5.05675
9.96,-5.078617
9.98,-5.100484
10,-5.122351
10.02,-5.144217
10.04,-5.166084
10.06,-5.187951
10.08,-5.209818
10.1,-5.231685
10.12,-5.253551
10.14,-5.275418
10.16,-5.297285
10.18,-5.319152
10.2,-5.341019
10.22,-5.362885
10.24,-5.384752
10.26,-5.406619
10.28,-5.428486
10.3,-5.450353
10.32,-5.472219
10.34,-5.494086
10.36,-5.515953
10.38,-5.53782
10.4,-5.559687
10.42,-5.581553
10.44,-5.60342
10.46,-5.625287
10.48,-5.647154
10.5,-5.669021
10.52,-5.690887
10.54,-5.712754
10.56,-5.734621
10.58,-5.756488
10.6,-5.778355
10.62,-5.800221
10.64,-5.822088
10.66,-5.843955
10.68,-5.865822
10.7,-5.887689
10.72,-5.909555
10.74,-5.931422
10.76,-5.953289
10.78,-5.975156
10.8,-5.997023
10.82,-6.018889
10.84,-6.040756
10.86,-6.062623
10.88,-6.08449
10.9,-6.106357
10.92,-6.128223
10.94,-6.15009
10.96,-6.171957
10.98,-6.193824
11,-6.215691
11.02,-6.237557
11.04,-6.259424
11.06,-6.281291
11.08,-6.303158
11.1,-6.325025
11.12,-6.346891
11.14,-6.368758
11.16,-6.390625
11.18,-6.412492
11.2,-6.434359
11.22,-6.456225
11.24,-6.478092
11.26,-6.499959
11.28,-6.521826
11.3,-6.543693
11.32,-6.565559
11.34,-6.587426
11.36,-6.609293
11.38,-6.63116
11.4,-6.653027
11.42,-6.674893
11.44,-6.69676
11.46,-6.718627
11.48,-6.740494
11.5,-6.762361
11.52,-6.784227
11.54,-6.806094
11.56,-6.827961
11.58,-6.849828
11.6,-6.871695
11.62,-6.893561
11.64,-6.915428
11.66,-6.937295
11.68,-6.959162
11.7,-6.981029
11.72,-7.002895
11.74,-7.024762
11.76,-7.046629
11.78,-7.068496
11.8,-7.090363
11.82,-7.112229
11.84,-7.134096
11.86,-7.155963
11.88,-7.17783
11.9,-7.199697
11.92,-7.221563
11.94,-7.24343
11.96,-7.265297
11.98,-7.287164
12,-7.309031
12.02,-7.330897
12.04,-7.352764
12.06,-7.374631
12.08,-7.396498
12.1,-7.418365
12.12,-7.440231
12.14,-7.462098
12.16,-7.483965
12.18,-7.505832
12.2,-7.527699
12.22,-7.549565
12.24,-7.571432
12.26,-7.593299
12.28,-7.615166
12.3,-7.637033
12.32,-7.658899
12.34,-7.680766
12.36,-7.702633
12.38,-7.7245
12.4,-7.746367
12.42,-7.768233
12.44,-7.7901
12.46,-7.811967
12.48,-7.833834
12.5,-7.8557
12.52,-7.877567
12.54,-7.899434
12.56,-7.921301
12.58,-7.943168
12.6,-7.965034
12.62,-7.986901
